date,open,high,low,close,volume,count,capital,ID,name,market
2004-02-11,7.25,7.25,7.25,7.25,819000,153,5937750,1204,津津,exchange
2004-02-12,7.75,7.75,6.75,6.75,1467003,303,10472121,1204,津津,exchange
2004-02-13,6.3,6.75,6.3,6.6,2094148,405,13377992,1204,津津,exchange
2004-02-16,6.4,6.45,6.15,6.2,1482002,300,9216262,1204,津津,exchange
2004-02-17,6.2,6.6,6.0,6.6,1783001,344,11413356,1204,津津,exchange
2004-02-18,6.8,6.8,6.2,6.25,1212236,254,7871443,1204,津津,exchange
2004-02-19,5.9,6.4,5.9,6.3,756002,140,4607462,1204,津津,exchange
2004-02-20,6.05,6.3,6.05,6.1,535021,135,3291181,1204,津津,exchange
2004-02-23,6.2,6.25,6.0,6.2,454000,111,2762450,1204,津津,exchange
2004-02-24,6.2,6.25,6.05,6.15,468105,97,2880396,1204,津津,exchange
2004-02-25,6.15,6.25,6.05,6.1,489020,117,3006072,1204,津津,exchange
2004-02-26,6.2,6.25,6.0,6.15,629001,114,3883006,1204,津津,exchange
2004-02-27,6.1,6.2,5.8,5.85,437002,109,2622962,1204,津津,exchange
2004-03-01,5.85,6.0,5.7,5.85,639000,108,3771850,1204,津津,exchange
2004-03-02,5.85,6.25,5.85,6.25,690001,185,4209205,1204,津津,exchange
2004-03-03,6.25,6.45,6.05,6.05,392001,92,2418756,1204,津津,exchange
2004-03-04,6.1,6.2,6.1,6.1,308553,111,1893432,1204,津津,exchange
2004-03-05,6.25,6.3,6.0,6.1,486422,136,3013204,1204,津津,exchange
2004-03-08,6.1,6.35,6.1,6.1,173214,78,1070095,1204,津津,exchange
2004-03-09,6.0,6.25,6.0,6.15,196000,71,1192200,1204,津津,exchange
2004-03-10,6.15,6.25,5.95,5.95,424000,77,2552900,1204,津津,exchange
2004-03-11,6.0,6.05,5.85,6.0,371175,91,2203332,1204,津津,exchange
2004-03-12,6.05,6.15,6.0,6.05,452572,127,2759812,1204,津津,exchange
2004-03-15,6.2,6.35,6.15,6.25,774006,172,4838936,1204,津津,exchange
2004-03-16,6.25,6.3,5.85,5.9,467005,107,2837580,1204,津津,exchange
2004-03-17,6.15,6.3,6.15,6.3,1086004,196,6831672,1204,津津,exchange
2004-03-18,6.55,6.55,6.0,6.05,1018001,246,6397056,1204,津津,exchange
2004-03-19,6.1,6.25,6.0,6.0,494001,94,2991756,1204,津津,exchange
2004-03-22,5.6,5.6,5.6,5.6,57001,16,319205,1204,津津,exchange
2004-03-23,5.25,5.25,5.25,5.25,210000,56,1102500,1204,津津,exchange
2004-03-24,5.05,5.5,4.9,4.9,366000,96,1844350,1204,津津,exchange
2004-03-25,4.9,5.2,4.9,5.15,333000,93,1698470,1204,津津,exchange
2004-03-26,4.9,5.15,4.9,5.0,237002,54,1187960,1204,津津,exchange
2004-03-29,5.35,5.35,5.3,5.35,142000,60,759550,1204,津津,exchange
2004-03-30,5.5,5.7,5.25,5.65,515110,126,2861885,1204,津津,exchange
2004-03-31,5.8,5.8,5.4,5.75,364002,107,2042561,1204,津津,exchange
2004-04-01,5.75,5.75,5.45,5.45,202000,53,1116400,1204,津津,exchange
2004-04-02,5.35,5.6,5.35,5.5,127003,44,691865,1204,津津,exchange
2004-04-05,5.45,5.6,5.45,5.45,307000,67,1690700,1204,津津,exchange
2004-04-06,5.6,5.65,5.45,5.5,282000,64,1567250,1204,津津,exchange
2004-04-07,5.5,5.6,5.45,5.45,214000,67,1180350,1204,津津,exchange
2004-04-08,5.5,5.55,5.4,5.45,215450,57,1173206,1204,津津,exchange
2004-04-09,5.3,5.5,5.3,5.35,200001,46,1070205,1204,津津,exchange
2004-04-12,5.35,5.7,5.35,5.7,313000,98,1766500,1204,津津,exchange
2004-04-13,6.0,6.05,5.8,6.05,1140000,221,6831750,1204,津津,exchange
2004-04-14,6.2,6.4,6.1,6.4,1361000,288,8533950,1204,津津,exchange
2004-04-15,6.4,6.45,6.0,6.2,727009,173,4477605,1204,津津,exchange
2004-04-16,6.25,6.25,6.0,6.2,279025,111,1707400,1204,津津,exchange
2004-04-19,6.2,6.2,5.9,5.9,325000,77,1953450,1204,津津,exchange
2004-04-20,5.9,6.1,5.9,5.95,315512,84,1880354,1204,津津,exchange
2004-04-21,6.2,6.2,5.9,6.0,254003,65,1532966,1204,津津,exchange
2004-04-22,6.0,6.1,5.9,6.05,503000,86,3025550,1204,津津,exchange
2004-04-23,6.0,6.0,5.9,6.0,143000,37,852700,1204,津津,exchange
2004-04-26,6.0,6.0,5.75,5.75,175001,48,1020755,1204,津津,exchange
2004-04-27,5.75,5.75,5.5,5.7,282010,47,1593607,1204,津津,exchange
