date,open,high,low,close,volume,count,capital,ID,name,market
2004-02-11,66.0,67.5,65.5,66.5,3846868,945,257094075,1520,復盛,exchange
2004-02-12,66.5,68.0,66.5,66.5,3639438,1025,244560165,1520,復盛,exchange
2004-02-13,66.5,67.5,66.5,67.0,1001859,415,66995704,1520,復盛,exchange
2004-02-16,67.0,68.0,66.5,67.0,1362941,445,91523071,1520,復盛,exchange
2004-02-17,67.0,67.5,66.5,67.5,1465264,488,98307334,1520,復盛,exchange
2004-02-18,67.5,68.0,67.0,67.0,1451826,465,97561867,1520,復盛,exchange
2004-02-19,67.0,68.0,67.0,67.5,1294830,460,87164058,1520,復盛,exchange
2004-02-20,67.5,69.0,67.5,68.5,1929578,722,131708394,1520,復盛,exchange
2004-02-23,68.5,68.5,67.5,68.5,1649191,483,112386789,1520,復盛,exchange
2004-02-24,68.0,68.0,67.5,67.5,844490,375,57202670,1520,復盛,exchange
2004-02-25,67.0,68.0,66.5,67.0,1861650,507,124792753,1520,復盛,exchange
2004-02-26,67.0,67.5,67.0,67.0,848849,339,56905173,1520,復盛,exchange
2004-02-27,67.0,67.5,66.5,67.0,904934,418,60643020,1520,復盛,exchange
2004-03-01,67.0,67.5,66.5,66.5,1086529,439,72867523,1520,復盛,exchange
2004-03-02,67.0,68.0,66.5,67.0,1883893,627,126571453,1520,復盛,exchange
2004-03-03,67.5,68.0,66.5,68.0,3451094,707,231462949,1520,復盛,exchange
2004-03-04,68.0,69.0,68.0,68.0,1818646,631,124253289,1520,復盛,exchange
2004-03-05,68.0,68.5,67.5,68.5,1966165,552,133619535,1520,復盛,exchange
2004-03-08,68.5,69.0,67.5,68.0,1577195,661,107743064,1520,復盛,exchange
2004-03-09,68.0,68.5,67.0,67.5,1218772,371,82639306,1520,復盛,exchange
2004-03-10,67.5,68.0,67.0,67.0,434322,191,29333861,1520,復盛,exchange
2004-03-11,67.0,67.5,66.5,67.0,1090477,407,72871344,1520,復盛,exchange
2004-03-12,66.5,67.5,66.5,67.0,618931,269,41348480,1520,復盛,exchange
2004-03-15,67.5,67.5,66.5,66.5,709174,250,47343390,1520,復盛,exchange
2004-03-16,66.5,66.5,65.0,65.5,1003430,428,65788059,1520,復盛,exchange
2004-03-17,65.5,66.0,65.5,65.5,672370,267,44146117,1520,復盛,exchange
2004-03-18,65.0,66.5,64.0,66.5,1829870,522,119184368,1520,復盛,exchange
2004-03-19,66.5,67.0,66.0,66.5,859256,256,57007412,1520,復盛,exchange
2004-03-22,62.0,62.0,62.0,62.0,984402,326,61047066,1520,復盛,exchange
2004-03-23,58.0,63.5,58.0,62.5,3281914,991,200538071,1520,復盛,exchange
2004-03-24,63.0,65.0,62.5,65.0,1651502,582,105213891,1520,復盛,exchange
2004-03-25,65.5,65.5,64.0,64.5,1405976,539,90514288,1520,復盛,exchange
2004-03-26,64.5,65.0,64.0,64.0,961660,311,61817355,1520,復盛,exchange
2004-03-29,66.0,66.0,65.0,66.0,1873957,612,122577296,1520,復盛,exchange
2004-03-30,66.0,66.0,64.5,65.5,1729043,550,112760328,1520,復盛,exchange
2004-03-31,66.0,66.0,64.5,65.0,840810,434,54805623,1520,復盛,exchange
2004-04-01,65.0,65.0,63.0,64.0,2862643,744,182922256,1520,復盛,exchange
2004-04-02,64.0,65.0,63.0,65.0,1836790,555,117631519,1520,復盛,exchange
2004-04-05,65.5,65.5,64.5,64.5,679879,293,44145351,1520,復盛,exchange
2004-04-06,65.0,65.5,64.5,65.5,844920,336,54902872,1520,復盛,exchange
2004-04-07,65.5,65.5,65.0,65.0,516346,274,33657883,1520,復盛,exchange
2004-04-08,65.5,65.5,64.5,65.0,564014,231,36624907,1520,復盛,exchange
2004-04-09,64.5,65.0,64.5,65.0,691867,230,44800413,1520,復盛,exchange
2004-04-12,65.0,65.5,64.5,65.5,1731151,591,112616771,1520,復盛,exchange
2004-04-13,65.5,65.5,65.0,65.0,691409,304,45121161,1520,復盛,exchange
2004-04-14,65.5,66.0,65.0,66.0,923006,362,60699067,1520,復盛,exchange
2004-04-15,66.0,66.0,65.0,66.0,1243318,470,81662906,1520,復盛,exchange
2004-04-16,66.0,66.5,65.5,66.0,1006770,341,66516069,1520,復盛,exchange
2004-04-19,66.0,66.5,65.0,66.0,1310381,517,86031867,1520,復盛,exchange
2004-04-20,66.0,66.5,66.0,66.0,1360319,419,89898623,1520,復盛,exchange
2004-04-21,65.5,66.0,65.5,66.0,747707,359,49182441,1520,復盛,exchange
2004-04-22,66.0,66.5,65.5,66.0,2800310,722,185343203,1520,復盛,exchange
2004-04-23,66.0,66.5,65.0,66.5,2954189,652,193553768,1520,復盛,exchange
2004-04-26,66.5,66.5,65.5,65.5,362329,160,23886217,1520,復盛,exchange
2004-04-27,65.5,65.5,64.5,64.5,924562,328,59955965,1520,復盛,exchange
2004-04-28,64.5,65.0,64.5,64.5,381423,231,24721150,1520,復盛,exchange
2004-04-29,63.0,65.5,63.0,65.0,1335721,496,86049435,1520,復盛,exchange
2004-04-30,65.0,65.0,62.5,63.0,1879073,598,119219389,1520,復盛,exchange
2004-05-03,63.0,63.5,62.0,63.0,667580,325,41845032,1520,復盛,exchange
2004-05-04,63.0,65.0,63.0,65.0,1765062,527,113561562,1520,復盛,exchange
2004-05-05,65.0,65.0,63.5,63.5,2321932,783,149495276,1520,復盛,exchange
2004-05-06,64.5,64.5,63.5,63.5,1520577,495,97603988,1520,復盛,exchange
2004-05-07,63.5,65.0,63.5,64.5,787117,318,50700247,1520,復盛,exchange
2004-05-10,64.0,65.0,63.5,65.0,980427,365,63022244,1520,復盛,exchange
2004-05-11,64.5,66.0,64.0,66.0,1737463,469,113081945,1520,復盛,exchange
2004-05-12,66.5,67.0,66.0,66.5,1336927,557,88893385,1520,復盛,exchange
2004-05-13,66.5,67.0,66.5,66.5,1329687,543,88806400,1520,復盛,exchange
2004-05-14,67.0,67.0,65.0,65.0,1200976,448,79047205,1520,復盛,exchange
2004-05-17,64.5,65.0,63.0,63.5,2165777,750,138254752,1520,復盛,exchange
2004-05-18,62.5,64.5,62.5,64.5,1421000,589,90300500,1520,復盛,exchange
2004-05-19,65.0,67.0,65.0,67.0,4542000,1281,300995500,1520,復盛,exchange
2004-05-20,63.5,63.5,61.5,63.0,2103000,690,131740500,1520,復盛,exchange
2004-05-21,63.0,64.0,62.0,64.0,1514538,418,95987436,1520,復盛,exchange
