date,open,high,low,close,volume,count,capital,ID,name,market
2010-11-22,16.5,16.85,15.8,16.2,1501000,738,24423950,3567,逸昌,otc
2010-11-23,16.3,17.4,16.3,17.1,1145000,602,19423850,3567,逸昌,otc
2010-11-24,16.75,17.0,16.5,16.7,625000,304,10439550,3567,逸昌,otc
2010-11-25,16.9,17.4,16.8,17.2,791000,351,13536350,3567,逸昌,otc
2010-11-26,17.3,19.9,17.2,19.2,1584000,655,29444850,3567,逸昌,otc
2010-11-29,19.3,19.4,18.5,18.9,810000,396,15285000,3567,逸昌,otc
2010-11-30,18.9,19.8,18.6,19.4,778000,370,14915400,3567,逸昌,otc
2010-12-01,19.25,19.8,19.15,19.5,489000,256,9512300,3567,逸昌,otc
2010-12-02,19.5,19.8,19.0,19.0,641000,266,12362300,3567,逸昌,otc
2010-12-03,19.0,19.75,19.0,19.2,612000,248,11839650,3567,逸昌,otc
2010-12-06,19.45,20.5,19.45,20.5,1118000,407,22749750,3567,逸昌,otc
2010-12-07,20.6,21.5,20.2,21.0,1877000,754,39224550,3567,逸昌,otc
2010-12-08,21.0,21.0,20.25,20.25,806000,357,16630000,3567,逸昌,otc
2010-12-09,20.25,20.5,19.8,20.15,833000,330,16810850,3567,逸昌,otc
2010-12-10,20.2,20.7,20.2,20.45,521000,234,10628550,3567,逸昌,otc
2010-12-13,20.45,21.0,20.4,20.6,629000,285,13059300,3567,逸昌,otc
2010-12-14,20.5,20.8,20.1,20.1,660000,302,13383800,3567,逸昌,otc
2010-12-15,20.3,20.3,19.3,19.5,485000,229,9525550,3567,逸昌,otc
2010-12-16,19.5,19.85,19.5,19.75,197000,103,3879600,3567,逸昌,otc
2010-12-17,19.85,20.0,19.65,19.75,292000,124,5778550,3567,逸昌,otc
2010-12-20,19.95,20.6,19.85,20.25,708000,318,14345200,3567,逸昌,otc
2010-12-21,20.3,20.85,20.3,20.5,877000,331,18113700,3567,逸昌,otc
2010-12-22,20.5,20.5,20.1,20.4,628000,273,12729950,3567,逸昌,otc
2010-12-23,20.4,20.5,20.1,20.25,783000,280,15872450,3567,逸昌,otc
2010-12-24,20.3,20.4,19.8,20.05,634000,227,12722700,3567,逸昌,otc
2010-12-27,19.9,20.0,19.7,19.75,274000,131,5440550,3567,逸昌,otc
2010-12-28,20.0,20.05,19.7,19.75,347000,143,6895850,3567,逸昌,otc
2010-12-29,19.75,19.9,19.5,19.5,271000,100,5336900,3567,逸昌,otc
2010-12-30,20.1,20.2,19.85,19.9,382000,152,7652050,3567,逸昌,otc
2010-12-31,20.0,20.1,19.85,19.95,249000,101,4969600,3567,逸昌,otc
2011-01-03,20.0,20.1,19.8,19.9,276000,107,5492050,3567,逸昌,otc
2011-01-04,19.9,20.2,19.8,19.9,343000,122,6847950,3567,逸昌,otc
2011-01-05,20.1,20.1,19.4,19.5,321000,151,6297850,3567,逸昌,otc
2011-01-06,19.5,19.75,19.45,19.6,223000,86,4360800,3567,逸昌,otc
2011-01-07,19.6,20.1,19.6,19.7,375000,155,7461200,3567,逸昌,otc
2011-01-10,19.8,20.0,19.75,19.85,235000,89,4664300,3567,逸昌,otc
2011-01-11,19.95,20.15,19.85,19.85,487000,168,9740200,3567,逸昌,otc
2011-01-12,19.85,20.15,19.85,19.95,400000,159,8010500,3567,逸昌,otc
2011-01-13,20.1,20.1,19.8,19.8,215000,104,4276400,3567,逸昌,otc
2011-01-14,19.8,20.0,19.8,19.9,160000,70,3192750,3567,逸昌,otc
2011-01-17,20.0,20.9,19.9,20.25,496000,214,10104250,3567,逸昌,otc
2011-01-18,20.0,20.2,20.0,20.05,458000,136,9212000,3567,逸昌,otc
2011-01-19,20.1,20.8,20.0,20.65,808000,253,16453400,3567,逸昌,otc
2011-01-20,20.6,20.6,20.25,20.55,291000,135,5932250,3567,逸昌,otc
2011-01-21,20.3,20.55,20.3,20.4,244000,113,4979400,3567,逸昌,otc
2011-01-24,20.5,21.35,20.4,20.75,915000,307,19027350,3567,逸昌,otc
2011-01-25,20.6,20.7,20.4,20.4,360000,155,7396550,3567,逸昌,otc
2011-01-26,20.4,20.8,20.4,20.6,138000,67,2831150,3567,逸昌,otc
2011-01-27,20.6,20.8,20.5,20.55,255000,89,5249500,3567,逸昌,otc
2011-01-28,20.7,20.75,20.55,20.6,351000,115,7240550,3567,逸昌,otc
2011-02-08,20.95,20.95,19.95,20.15,209000,86,4222400,3567,逸昌,otc
2011-02-09,20.1,20.35,19.95,19.95,203000,84,4072800,3567,逸昌,otc
2011-02-10,19.9,19.95,19.2,19.7,264000,119,5175050,3567,逸昌,otc
2011-02-11,19.5,19.9,19.2,19.2,306000,126,5956850,3567,逸昌,otc
2011-02-14,19.2,19.4,19.2,19.4,115000,57,2221100,3567,逸昌,otc
2011-02-15,19.4,19.5,19.2,19.5,142000,69,2747500,3567,逸昌,otc
2011-02-16,19.5,19.5,19.35,19.4,100000,41,1942900,3567,逸昌,otc
2011-02-17,19.4,19.45,19.3,19.3,150000,46,2905850,3567,逸昌,otc
2011-02-18,19.35,19.5,19.3,19.45,156000,58,3023800,3567,逸昌,otc
2011-02-21,19.45,19.5,19.4,19.4,97000,41,1887600,3567,逸昌,otc
2011-02-22,19.2,19.4,18.9,19.2,238000,93,4552500,3567,逸昌,otc
2011-02-23,18.55,19.15,18.55,18.7,242000,72,4580400,3567,逸昌,otc
2011-02-24,18.65,18.95,18.6,18.9,208000,68,3906800,3567,逸昌,otc
2011-02-25,18.9,19.0,18.65,19.0,192000,64,3603800,3567,逸昌,otc
2011-03-01,19.0,19.2,19.0,19.1,79000,37,1511300,3567,逸昌,otc
2011-03-02,19.0,19.0,18.9,18.95,86000,35,1627900,3567,逸昌,otc
2011-03-03,19.0,19.15,18.95,19.0,139000,64,2645600,3567,逸昌,otc
2011-03-04,19.2,19.2,18.9,19.0,149000,59,2834150,3567,逸昌,otc
2011-03-07,19.4,19.4,18.95,19.05,140000,52,2668100,3567,逸昌,otc
2011-03-08,19.0,19.1,18.95,19.1,153000,63,2908700,3567,逸昌,otc
2011-03-09,19.2,19.25,19.0,19.0,138000,67,2635900,3567,逸昌,otc
2011-03-10,18.8,19.05,18.7,19.0,107000,49,2017850,3567,逸昌,otc
2011-03-11,18.85,18.85,18.3,18.65,154000,82,2860850,3567,逸昌,otc
2011-03-14,18.5,18.5,18.0,18.4,172000,77,3147300,3567,逸昌,otc
2011-03-15,18.0,18.2,17.15,17.15,302000,124,5243250,3567,逸昌,otc
2011-03-16,17.15,17.25,16.8,17.0,185000,76,3149600,3567,逸昌,otc
2011-03-17,16.8,16.9,16.6,16.8,122000,48,2039850,3567,逸昌,otc
2011-03-18,17.35,17.35,17.0,17.15,94000,55,1610800,3567,逸昌,otc
2011-03-21,17.4,17.7,17.2,17.55,141000,66,2460300,3567,逸昌,otc
2011-03-22,17.65,18.0,17.6,17.8,201000,81,3581500,3567,逸昌,otc
2011-03-23,17.95,18.45,17.95,18.45,145000,72,2637150,3567,逸昌,otc
2011-03-24,18.3,18.5,18.05,18.4,114000,64,2084450,3567,逸昌,otc
2011-03-25,19.05,19.3,18.7,18.75,439000,192,8328950,3567,逸昌,otc
2011-03-28,18.85,18.85,18.2,18.45,245000,92,4559350,3567,逸昌,otc
2011-03-29,18.45,18.5,18.25,18.3,142000,65,2610750,3567,逸昌,otc
2011-03-30,18.5,18.5,18.25,18.5,117000,50,2148500,3567,逸昌,otc
2011-03-31,18.5,18.5,18.35,18.35,82000,39,1509100,3567,逸昌,otc
2011-04-01,18.35,18.4,18.3,18.35,54000,21,989050,3567,逸昌,otc
2011-04-06,18.4,18.45,18.3,18.4,116000,57,2129250,3567,逸昌,otc
2011-04-07,18.5,18.65,18.3,18.6,109000,44,2017900,3567,逸昌,otc
