,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-08-19,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-08-19,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00661,2021-08-19,--,--,--,--,0,0,0,元大日經225,exchange,abnormal_format
3,00684R,2021-08-19,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
4,00774C,2021-08-19,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
5,008201,2021-08-19,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
6,00832B,2021-08-19,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
7,020002,2021-08-19,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
8,020003,2021-08-19,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
9,020004,2021-08-19,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
10,020006,2021-08-19,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
11,020007,2021-08-19,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
12,020009,2021-08-19,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
13,020010,2021-08-19,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
14,020013,2021-08-19,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
15,020015,2021-08-19,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001R,2021-08-19,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
17,02003L,2021-08-19,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
18,1439,2021-08-19,--,--,--,--,259,1,5840,中和,exchange,abnormal_format
19,2424,2021-08-19,--,--,--,--,0,0,0,隴華,exchange,abnormal_format
20,2719,2021-08-19,----,----,----,----,0,0,0,燦星旅,otc,abnormal_format
21,2924,2021-08-19,----,----,----,----,0,0,0,東凌-KY,otc,abnormal_format
22,3115,2021-08-19,----,----,----,----,0,0,0,寶島極,otc,abnormal_format
23,3489,2021-08-19,----,----,----,----,0,0,0,森寶,otc,abnormal_format
24,3531,2021-08-19,----,----,----,----,0,0,0,先益,otc,abnormal_format
25,3684,2021-08-19,----,----,----,----,0,0,0,榮昌,otc,abnormal_format
26,4305,2021-08-19,----,----,----,----,0,0,0,世坤,otc,abnormal_format
27,4419,2021-08-19,----,----,----,----,0,0,0,元勝,otc,abnormal_format
28,4609,2021-08-19,----,----,----,----,0,0,0,唐鋒,otc,abnormal_format
29,5205,2021-08-19,----,----,----,----,0,0,0,中茂,otc,abnormal_format
30,5276,2021-08-19,----,----,----,----,0,0,0,達輝-KY,otc,abnormal_format
31,5432,2021-08-19,----,----,----,----,0,0,0,達威,otc,abnormal_format
32,5455,2021-08-19,----,----,----,----,0,0,0,昇益,otc,abnormal_format
33,6144,2021-08-19,----,----,----,----,0,0,0,得利影,otc,abnormal_format
34,6542,2021-08-19,----,----,----,----,0,0,0,隆中,otc,abnormal_format
35,6574,2021-08-19,----,----,----,----,0,0,0,霈方,otc,abnormal_format
36,6680,2021-08-19,----,----,----,----,0,0,0,鑫創電子,otc,abnormal_format
37,6752,2021-08-19,----,----,----,----,0,0,0,叡揚,otc,abnormal_format
38,8291,2021-08-19,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
39,8455,2021-08-19,----,----,----,----,0,0,0,大拓-KY,otc,abnormal_format
40,8906,2021-08-19,----,----,----,----,0,0,0,花王,otc,abnormal_format
41,8921,2021-08-19,----,----,----,----,0,0,0,沈氏,otc,abnormal_format
42,8923,2021-08-19,----,----,----,----,0,0,0,時報,otc,abnormal_format
43,8937,2021-08-19,----,----,----,----,0,0,0,合騏,otc,abnormal_format
