,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-08,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-07-08,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00684R,2021-07-08,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
3,00707R,2021-07-08,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
4,00774C,2021-07-08,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
5,008201,2021-07-08,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
6,00869B,2021-07-08,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
7,020003,2021-07-08,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
8,020004,2021-07-08,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
9,020006,2021-07-08,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
10,020007,2021-07-08,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
11,020008,2021-07-08,--,--,--,--,0,0,0,元大特股高息N,exchange,abnormal_format
12,020009,2021-07-08,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
13,020010,2021-07-08,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
14,020024,2021-07-08,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
15,02003L,2021-07-08,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
16,1312A,2021-07-08,--,--,--,--,0,0,0,國喬特,exchange,abnormal_format
17,2424,2021-07-08,--,--,--,--,301,4,6716,隴華,exchange,abnormal_format
18,2724,2021-07-08,----,----,----,----,0,0,0,富驛-KY,otc,abnormal_format
19,2924,2021-07-08,----,----,----,----,0,0,0,東凌-KY,otc,abnormal_format
20,3073,2021-07-08,----,----,----,----,0,0,0,天方能源,otc,abnormal_format
21,3629,2021-07-08,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
22,4183,2021-07-08,----,----,----,----,0,0,0,福永生技,otc,abnormal_format
23,4419,2021-07-08,----,----,----,----,0,0,0,元勝,otc,abnormal_format
24,5455,2021-07-08,----,----,----,----,0,0,0,昇益,otc,abnormal_format
25,6198,2021-07-08,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
26,6404,2021-07-08,----,----,----,----,0,0,0,通訊-KY,otc,abnormal_format
27,6574,2021-07-08,----,----,----,----,0,0,0,霈方,otc,abnormal_format
28,6680,2021-07-08,----,----,----,----,0,0,0,鑫創電子,otc,abnormal_format
29,8418,2021-07-08,----,----,----,----,0,0,0,捷必勝-KY,otc,abnormal_format
30,8467,2021-07-08,--,--,--,--,0,0,0,波力-KY,exchange,abnormal_format
31,8923,2021-07-08,----,----,----,----,0,0,0,時報,otc,abnormal_format
32,9931,2021-07-08,--,--,--,--,3,3,117,欣高,exchange,abnormal_format
