,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-16,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-07-16,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00684R,2021-07-16,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
3,00774C,2021-07-16,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,008201,2021-07-16,--,--,--,--,3,1,369,BP上證50,exchange,abnormal_format
5,00869B,2021-07-16,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
6,020002,2021-07-16,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
7,020004,2021-07-16,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
8,020006,2021-07-16,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
9,020007,2021-07-16,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
10,020009,2021-07-16,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020010,2021-07-16,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
12,020013,2021-07-16,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
13,020014,2021-07-16,----,----,----,----,0,0,0,元大富櫃200N,otc,abnormal_format
14,020024,2021-07-16,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
15,02003L,2021-07-16,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
16,1101B,2021-07-16,--,--,--,--,100,1,5390,台泥乙特,exchange,abnormal_format
17,2724,2021-07-16,----,----,----,----,0,0,0,富驛-KY,otc,abnormal_format
18,2740,2021-07-16,----,----,----,----,0,0,0,天蔥,otc,abnormal_format
19,2882B,2021-07-16,--,--,--,--,492,9,30877,國泰金乙特,exchange,abnormal_format
20,3064,2021-07-16,----,----,----,----,0,0,0,泰偉,otc,abnormal_format
21,3085,2021-07-16,----,----,----,----,0,0,0,新零售,otc,abnormal_format
22,3115,2021-07-16,----,----,----,----,0,0,0,寶島極,otc,abnormal_format
23,3629,2021-07-16,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
24,4305,2021-07-16,----,----,----,----,0,0,0,世坤,otc,abnormal_format
25,4429,2021-07-16,----,----,----,----,0,0,0,聚紡,otc,abnormal_format
26,4806,2021-07-16,----,----,----,----,0,0,0,昇華,otc,abnormal_format
27,5205,2021-07-16,----,----,----,----,0,0,0,中茂,otc,abnormal_format
28,6144,2021-07-16,----,----,----,----,0,0,0,得利影,otc,abnormal_format
29,6417,2021-07-16,----,----,----,----,0,0,0,韋僑,otc,abnormal_format
30,6615,2021-07-16,----,----,----,----,0,0,0,慧智,otc,abnormal_format
31,8455,2021-07-16,----,----,----,----,0,0,0,大拓-KY,otc,abnormal_format
32,8467,2021-07-16,--,--,--,--,0,0,0,波力-KY,exchange,abnormal_format
33,9937,2021-07-16,--,--,--,--,3,3,144,全國,exchange,abnormal_format
