,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,0054,2021-09-02,--,--,--,--,128,3,4031,元大台商50,exchange,abnormal_format
1,00625K,2021-09-02,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
2,00643K,2021-09-02,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
3,00684R,2021-09-02,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
4,00707R,2021-09-02,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
5,00774C,2021-09-02,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
6,00832B,2021-09-02,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
7,020003,2021-09-02,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
8,020006,2021-09-02,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
9,020007,2021-09-02,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
10,020009,2021-09-02,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020010,2021-09-02,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
12,020012,2021-09-02,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
13,020013,2021-09-02,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
14,020015,2021-09-02,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
15,020016,2021-09-02,--,--,--,--,0,0,0,統一MSCI美科技N,exchange,abnormal_format
16,02001B,2021-09-02,----,----,----,----,0,0,0,統一美國政府債N,otc,abnormal_format
17,020024,2021-09-02,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
18,02003L,2021-09-02,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
19,1418,2021-09-02,--,--,--,--,2,2,22,東華,exchange,abnormal_format
20,1472,2021-09-02,--,--,--,--,3,3,27,三洋紡,exchange,abnormal_format
21,1538,2021-09-02,--,--,--,--,494,5,4789,正峰,exchange,abnormal_format
22,2718,2021-09-02,----,----,----,----,0,0,0,晶悅,otc,abnormal_format
23,2891B,2021-09-02,--,--,--,--,148,4,9175,中信金乙特,exchange,abnormal_format
24,2924,2021-09-02,----,----,----,----,0,0,0,東凌-KY,otc,abnormal_format
25,3067,2021-09-02,----,----,----,----,0,0,0,全域,otc,abnormal_format
26,3073,2021-09-02,----,----,----,----,0,0,0,天方能源,otc,abnormal_format
27,4183,2021-09-02,----,----,----,----,0,0,0,福永生技,otc,abnormal_format
28,4305,2021-09-02,----,----,----,----,0,0,0,世坤,otc,abnormal_format
29,4556,2021-09-02,----,----,----,----,0,0,0,旭然,otc,abnormal_format
30,4747,2021-09-02,----,----,----,----,0,0,0,強生,otc,abnormal_format
31,5205,2021-09-02,----,----,----,----,0,0,0,中茂,otc,abnormal_format
32,5276,2021-09-02,----,----,----,----,0,0,0,達輝-KY,otc,abnormal_format
33,5314,2021-09-02,----,----,----,----,0,0,0,世紀,otc,abnormal_format
34,6212,2021-09-02,----,----,----,----,0,0,0,理銘,otc,abnormal_format
35,6542,2021-09-02,----,----,----,----,0,0,0,隆中,otc,abnormal_format
36,6680,2021-09-02,----,----,----,----,0,0,0,鑫創電子,otc,abnormal_format
37,8291,2021-09-02,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
38,8349A,2021-09-02,----,----,----,----,0,0,0,恒耀甲特,otc,abnormal_format
39,8482,2021-09-02,--,--,--,--,0,0,0,商億-KY,exchange,abnormal_format
40,8923,2021-09-02,----,----,----,----,0,0,0,時報,otc,abnormal_format
