,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-22,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-07-22,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00661,2021-07-22,--,--,--,--,46,2,1568,元大日經225,exchange,abnormal_format
3,00774C,2021-07-22,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,00832B,2021-07-22,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
5,00869B,2021-07-22,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
6,020002,2021-07-22,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
7,020004,2021-07-22,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
8,020006,2021-07-22,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
9,020007,2021-07-22,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
10,020009,2021-07-22,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020010,2021-07-22,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
12,020013,2021-07-22,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
13,02001R,2021-07-22,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
14,02003L,2021-07-22,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
15,1258,2021-07-22,----,----,----,----,0,0,0,其祥-KY,otc,abnormal_format
16,2424,2021-07-22,--,--,--,--,531,4,11605,隴華,exchange,abnormal_format
17,3067,2021-07-22,----,----,----,----,0,0,0,全域,otc,abnormal_format
18,3085,2021-07-22,----,----,----,----,0,0,0,新零售,otc,abnormal_format
19,3115,2021-07-22,----,----,----,----,0,0,0,寶島極,otc,abnormal_format
20,3426,2021-07-22,----,----,----,----,0,0,0,台興,otc,abnormal_format
21,5205,2021-07-22,----,----,----,----,0,0,0,中茂,otc,abnormal_format
22,5455,2021-07-22,----,----,----,----,0,0,0,昇益,otc,abnormal_format
23,6593,2021-07-22,----,----,----,----,0,0,0,台灣銘板,otc,abnormal_format
24,6662,2021-07-22,----,----,----,----,0,0,0,樂斯科,otc,abnormal_format
25,6680,2021-07-22,----,----,----,----,0,0,0,鑫創電子,otc,abnormal_format
