,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-06-01,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-06-01,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00707R,2021-06-01,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
3,00774C,2021-06-01,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,008201,2021-06-01,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
5,01001T,2021-06-01,--,--,--,--,0,0,0,土銀富邦R1,exchange,abnormal_format
6,020004,2021-06-01,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
7,020007,2021-06-01,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
8,020009,2021-06-01,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
9,020013,2021-06-01,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
10,02001R,2021-06-01,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
11,02003L,2021-06-01,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
12,2719,2021-06-01,----,----,----,----,0,0,0,燦星旅,otc,abnormal_format
13,2891C,2021-06-01,--,--,--,--,1047,11,63807,中信金丙特,exchange,abnormal_format
14,3064,2021-06-01,----,----,----,----,0,0,0,泰偉,otc,abnormal_format
15,3085,2021-06-01,----,----,----,----,0,0,0,新零售,otc,abnormal_format
16,3555,2021-06-01,----,----,----,----,0,0,0,重鵬,otc,abnormal_format
17,3629,2021-06-01,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
18,4419,2021-06-01,----,----,----,----,0,0,0,元勝,otc,abnormal_format
19,5278,2021-06-01,----,----,----,----,0,0,0,尚凡,otc,abnormal_format
20,5364,2021-06-01,----,----,----,----,0,0,0,力麗店,otc,abnormal_format
21,6198,2021-06-01,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
22,6615,2021-06-01,----,----,----,----,0,0,0,慧智,otc,abnormal_format
23,8147,2021-06-01,----,----,----,----,0,0,0,正淩,otc,abnormal_format
