,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-19,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00636K,2021-07-19,--,--,--,--,0,0,0,國泰中國A50+U,exchange,abnormal_format
2,00643K,2021-07-19,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
3,00657K,2021-07-19,--,--,--,--,0,0,0,國泰日經225+U,exchange,abnormal_format
4,00668K,2021-07-19,--,--,--,--,0,0,0,國泰美國道瓊+U,exchange,abnormal_format
5,00707R,2021-07-19,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
6,00774C,2021-07-19,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
7,008201,2021-07-19,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
8,00832B,2021-07-19,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
9,00865B,2021-07-19,--,--,--,--,1009,41,36077,國泰US短期公債,exchange,abnormal_format
10,00869B,2021-07-19,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
11,01003T,2021-07-19,--,--,--,--,0,0,0,兆豐新光R1,exchange,abnormal_format
12,020004,2021-07-19,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
13,020006,2021-07-19,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
14,020007,2021-07-19,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
15,020009,2021-07-19,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
16,020010,2021-07-19,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
17,020013,2021-07-19,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
18,02001R,2021-07-19,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
19,020024,2021-07-19,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
20,02003L,2021-07-19,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
21,2424,2021-07-19,--,--,--,--,650,3,13669,隴華,exchange,abnormal_format
22,2724,2021-07-19,----,----,----,----,0,0,0,富驛-KY,otc,abnormal_format
23,2740,2021-07-19,----,----,----,----,0,0,0,天蔥,otc,abnormal_format
24,3144,2021-07-19,----,----,----,----,0,0,0,新揚科,otc,abnormal_format
25,3531,2021-07-19,----,----,----,----,0,0,0,先益,otc,abnormal_format
26,3629,2021-07-19,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
27,4416,2021-07-19,----,----,----,----,0,0,0,三圓,otc,abnormal_format
28,4419,2021-07-19,----,----,----,----,0,0,0,元勝,otc,abnormal_format
29,4429,2021-07-19,----,----,----,----,0,0,0,聚紡,otc,abnormal_format
30,5205,2021-07-19,----,----,----,----,0,0,0,中茂,otc,abnormal_format
31,5276,2021-07-19,----,----,----,----,0,0,0,達輝-KY,otc,abnormal_format
32,5432,2021-07-19,----,----,----,----,0,0,0,達威,otc,abnormal_format
33,6103,2021-07-19,----,----,----,----,0,0,0,合邦,otc,abnormal_format
34,6198,2021-07-19,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
35,6236,2021-07-19,----,----,----,----,0,0,0,康呈,otc,abnormal_format
36,6417,2021-07-19,----,----,----,----,0,0,0,韋僑,otc,abnormal_format
37,6542,2021-07-19,----,----,----,----,0,0,0,隆中,otc,abnormal_format
38,6615,2021-07-19,----,----,----,----,0,0,0,慧智,otc,abnormal_format
39,6616,2021-07-19,----,----,----,----,0,0,0,特昇-KY,otc,abnormal_format
40,8921,2021-07-19,----,----,----,----,0,0,0,沈氏,otc,abnormal_format
41,8923,2021-07-19,----,----,----,----,0,0,0,時報,otc,abnormal_format
42,9926,2021-07-19,--,--,--,--,10,1,478,新海,exchange,abnormal_format
