,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-07,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-07-07,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00684R,2021-07-07,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
3,00707R,2021-07-07,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
4,00774C,2021-07-07,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
5,00832B,2021-07-07,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
6,00869B,2021-07-07,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
7,020002,2021-07-07,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
8,020004,2021-07-07,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
9,020006,2021-07-07,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
10,020007,2021-07-07,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
11,020009,2021-07-07,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
12,020010,2021-07-07,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
13,020012,2021-07-07,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
14,020013,2021-07-07,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
15,020015,2021-07-07,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001R,2021-07-07,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
17,02002L,2021-07-07,----,----,----,----,0,0,0,兆豐富櫃200正二N,otc,abnormal_format
18,02003L,2021-07-07,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
19,1101B,2021-07-07,--,--,--,--,938,8,50095,台泥乙特,exchange,abnormal_format
20,5205,2021-07-07,----,----,----,----,0,0,0,中茂,otc,abnormal_format
21,5212,2021-07-07,----,----,----,----,0,0,0,凌網,otc,abnormal_format
22,5278,2021-07-07,----,----,----,----,0,0,0,尚凡,otc,abnormal_format
23,6404,2021-07-07,----,----,----,----,0,0,0,通訊-KY,otc,abnormal_format
24,6417,2021-07-07,----,----,----,----,0,0,0,韋僑,otc,abnormal_format
25,6569,2021-07-07,----,----,----,----,0,0,0,醫揚,otc,abnormal_format
26,8455,2021-07-07,----,----,----,----,0,0,0,大拓-KY,otc,abnormal_format
27,8923,2021-07-07,----,----,----,----,0,0,0,時報,otc,abnormal_format
28,8941,2021-07-07,----,----,----,----,0,0,0,關中,otc,abnormal_format
