,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-06-28,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-06-28,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00707R,2021-06-28,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
3,00774C,2021-06-28,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,020004,2021-06-28,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
5,020006,2021-06-28,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
6,020007,2021-06-28,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
7,020009,2021-06-28,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
8,020010,2021-06-28,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
9,020011,2021-06-28,--,--,--,--,0,0,0,統一微波高息20N,exchange,abnormal_format
10,020013,2021-06-28,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
11,02001B,2021-06-28,----,----,----,----,0,0,0,統一美國政府債N,otc,abnormal_format
12,02001R,2021-06-28,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
13,020024,2021-06-28,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
14,1213,2021-06-28,--,--,--,--,940,3,8448,大飲,exchange,abnormal_format
15,2424,2021-06-28,--,--,--,--,82,1,2050,隴華,exchange,abnormal_format
16,3115,2021-06-28,----,----,----,----,0,0,0,寶島極,otc,abnormal_format
17,4154,2021-06-28,----,----,----,----,0,0,0,康樂-KY,otc,abnormal_format
18,5205,2021-06-28,----,----,----,----,0,0,0,中茂,otc,abnormal_format
19,6198,2021-06-28,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
20,6212,2021-06-28,----,----,----,----,0,0,0,理銘,otc,abnormal_format
21,8427,2021-06-28,--,--,--,--,0,0,0,基勝-KY,exchange,abnormal_format
22,8906,2021-06-28,----,----,----,----,0,0,0,花王,otc,abnormal_format
