,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-08-09,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00636K,2021-08-09,--,--,--,--,0,0,0,國泰中國A50+U,exchange,abnormal_format
2,00643K,2021-08-09,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
3,00657K,2021-08-09,--,--,--,--,0,0,0,國泰日經225+U,exchange,abnormal_format
4,00668K,2021-08-09,--,--,--,--,0,0,0,國泰美國道瓊+U,exchange,abnormal_format
5,00684R,2021-08-09,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
6,00774C,2021-08-09,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
7,00832B,2021-08-09,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
8,00869B,2021-08-09,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
9,020002,2021-08-09,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
10,020003,2021-08-09,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
11,020004,2021-08-09,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
12,020006,2021-08-09,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
13,020007,2021-08-09,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
14,020009,2021-08-09,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
15,020010,2021-08-09,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
16,020011,2021-08-09,--,--,--,--,0,0,0,統一微波高息20N,exchange,abnormal_format
17,020014,2021-08-09,----,----,----,----,0,0,0,元大富櫃200N,otc,abnormal_format
18,02001B,2021-08-09,----,----,----,----,0,0,0,統一美國政府債N,otc,abnormal_format
19,02001R,2021-08-09,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
20,020024,2021-08-09,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
21,02003L,2021-08-09,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
22,2066,2021-08-09,----,----,----,----,0,0,0,世德,otc,abnormal_format
23,2424,2021-08-09,--,--,--,--,195,2,4172,隴華,exchange,abnormal_format
24,2718,2021-08-09,----,----,----,----,0,0,0,晶悅,otc,abnormal_format
25,2891C,2021-08-09,--,--,--,--,485,11,30006,中信金丙特,exchange,abnormal_format
26,2924,2021-08-09,----,----,----,----,0,0,0,東凌-KY,otc,abnormal_format
27,3564,2021-08-09,----,----,----,----,0,0,0,其陽,otc,abnormal_format
28,3629,2021-08-09,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
29,4429,2021-08-09,----,----,----,----,0,0,0,聚紡,otc,abnormal_format
30,4609,2021-08-09,----,----,----,----,0,0,0,唐鋒,otc,abnormal_format
31,4764,2021-08-09,--,--,--,--,0,0,0,雙鍵,exchange,abnormal_format
32,5205,2021-08-09,----,----,----,----,0,0,0,中茂,otc,abnormal_format
33,6247,2021-08-09,----,----,----,----,0,0,0,淇譽電,otc,abnormal_format
34,6425,2021-08-09,----,----,----,----,0,0,0,易發,otc,abnormal_format
35,6574,2021-08-09,----,----,----,----,0,0,0,霈方,otc,abnormal_format
36,8291,2021-08-09,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
37,8342,2021-08-09,----,----,----,----,0,0,0,益張,otc,abnormal_format
38,912398,2021-08-09,--,--,--,--,0,0,0,友佳-DR,exchange,abnormal_format
