,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-08-02,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-08-02,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00684R,2021-08-02,--,--,--,--,0,0,0,期元大美元指反1,exchange,abnormal_format
3,00706L,2021-08-02,--,--,--,--,0,0,0,期元大S&P日圓正2,exchange,abnormal_format
4,00707R,2021-08-02,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
5,00774C,2021-08-02,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
6,00832B,2021-08-02,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
7,020003,2021-08-02,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
8,020004,2021-08-02,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
9,020006,2021-08-02,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
10,020007,2021-08-02,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
11,020009,2021-08-02,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
12,020010,2021-08-02,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
13,020012,2021-08-02,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
14,020013,2021-08-02,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
15,020015,2021-08-02,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001B,2021-08-02,----,----,----,----,0,0,0,統一美國政府債N,otc,abnormal_format
17,02001R,2021-08-02,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
18,020024,2021-08-02,----,----,----,----,0,0,0,兆豐富櫃200N,otc,abnormal_format
19,02003L,2021-08-02,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
20,2424,2021-08-02,--,--,--,--,19,1,392,隴華,exchange,abnormal_format
21,2719,2021-08-02,----,----,----,----,0,0,0,燦星旅,otc,abnormal_format
22,2724,2021-08-02,----,----,----,----,0,0,0,富驛-KY,otc,abnormal_format
23,2924,2021-08-02,----,----,----,----,0,0,0,東凌-KY,otc,abnormal_format
24,3426,2021-08-02,----,----,----,----,0,0,0,台興,otc,abnormal_format
25,3531,2021-08-02,----,----,----,----,0,0,0,先益,otc,abnormal_format
26,3629,2021-08-02,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
27,4183,2021-08-02,----,----,----,----,0,0,0,福永生技,otc,abnormal_format
28,4419,2021-08-02,----,----,----,----,0,0,0,元勝,otc,abnormal_format
29,4429,2021-08-02,----,----,----,----,0,0,0,聚紡,otc,abnormal_format
30,4556,2021-08-02,----,----,----,----,0,0,0,旭然,otc,abnormal_format
31,4609,2021-08-02,----,----,----,----,0,0,0,唐鋒,otc,abnormal_format
32,4944,2021-08-02,----,----,----,----,0,0,0,兆遠,otc,abnormal_format
33,5276,2021-08-02,----,----,----,----,0,0,0,達輝-KY,otc,abnormal_format
34,6144,2021-08-02,----,----,----,----,0,0,0,得利影,otc,abnormal_format
35,6228,2021-08-02,----,----,----,----,0,0,0,全譜,otc,abnormal_format
36,6236,2021-08-02,----,----,----,----,0,0,0,康呈,otc,abnormal_format
37,6649,2021-08-02,----,----,----,----,0,0,0,台生材,otc,abnormal_format
38,6674,2021-08-02,--,--,--,--,0,0,0,鋐寶科技,exchange,abnormal_format
39,8077,2021-08-02,----,----,----,----,0,0,0,洛碁,otc,abnormal_format
40,8291,2021-08-02,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
41,8427,2021-08-02,--,--,--,--,0,0,0,基勝-KY,exchange,abnormal_format
42,8455,2021-08-02,----,----,----,----,0,0,0,大拓-KY,otc,abnormal_format
43,8472,2021-08-02,----,----,----,----,0,0,0,夠麻吉,otc,abnormal_format
44,8923,2021-08-02,----,----,----,----,0,0,0,時報,otc,abnormal_format
45,912398,2021-08-02,--,--,--,--,0,0,0,友佳-DR,exchange,abnormal_format
