,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-07-09,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-07-09,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00707R,2021-07-09,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
3,00774C,2021-07-09,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
4,00832B,2021-07-09,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
5,00869B,2021-07-09,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
6,020003,2021-07-09,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
7,020004,2021-07-09,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
8,020006,2021-07-09,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
9,020007,2021-07-09,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
10,020009,2021-07-09,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020010,2021-07-09,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
12,020011,2021-07-09,--,--,--,--,0,0,0,統一微波高息20N,exchange,abnormal_format
13,020012,2021-07-09,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
14,020013,2021-07-09,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
15,020015,2021-07-09,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001B,2021-07-09,----,----,----,----,0,0,0,統一美國政府債N,otc,abnormal_format
17,02001R,2021-07-09,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
18,1101B,2021-07-09,--,--,--,--,0,0,0,台泥乙特,exchange,abnormal_format
19,2424,2021-07-09,--,--,--,--,400,1,8940,隴華,exchange,abnormal_format
20,3434,2021-07-09,----,----,----,----,0,0,0,哲固,otc,abnormal_format
21,4154,2021-07-09,----,----,----,----,0,0,0,康樂-KY,otc,abnormal_format
22,6198,2021-07-09,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
23,6212,2021-07-09,----,----,----,----,0,0,0,理銘,otc,abnormal_format
24,8923,2021-07-09,----,----,----,----,0,0,0,時報,otc,abnormal_format
