,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,00625K,2021-06-03,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
1,00643K,2021-06-03,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
2,00774C,2021-06-03,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
3,008201,2021-06-03,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
4,020002,2021-06-03,--,--,--,--,0,0,0,元富新中國N,exchange,abnormal_format
5,020003,2021-06-03,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
6,020004,2021-06-03,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
7,020006,2021-06-03,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
8,020007,2021-06-03,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
9,020008,2021-06-03,--,--,--,--,0,0,0,元大特股高息N,exchange,abnormal_format
10,020009,2021-06-03,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020013,2021-06-03,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
12,020015,2021-06-03,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
13,020017,2021-06-03,----,----,----,----,0,0,0,永豐富櫃200N,otc,abnormal_format
14,02001R,2021-06-03,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
15,1101B,2021-06-03,--,--,--,--,626,6,33531,台泥乙特,exchange,abnormal_format
16,2424,2021-06-03,--,--,--,--,742,8,17828,隴華,exchange,abnormal_format
17,3064,2021-06-03,----,----,----,----,0,0,0,泰偉,otc,abnormal_format
18,3629,2021-06-03,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
19,3701,2021-06-03,--,--,--,--,1298,23,18371,大眾控,exchange,abnormal_format
20,4129A,2021-06-03,----,----,----,----,0,0,0,聯合甲特,otc,abnormal_format
21,4542,2021-06-03,----,----,----,----,0,0,0,科嶠,otc,abnormal_format
22,5205,2021-06-03,----,----,----,----,0,0,0,中茂,otc,abnormal_format
23,5703,2021-06-03,----,----,----,----,0,0,0,亞都,otc,abnormal_format
24,6236,2021-06-03,----,----,----,----,0,0,0,康呈,otc,abnormal_format
25,8291,2021-06-03,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
