,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,006203,2021-06-04,--,--,--,--,10,1,655,元大MSCI台灣,exchange,abnormal_format
1,00625K,2021-06-04,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
2,00643K,2021-06-04,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
3,00707R,2021-06-04,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
4,00774C,2021-06-04,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
5,008201,2021-06-04,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
6,020003,2021-06-04,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
7,020004,2021-06-04,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
8,020006,2021-06-04,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
9,020007,2021-06-04,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
10,020009,2021-06-04,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
11,020012,2021-06-04,--,--,--,--,0,0,0,富邦行動通訊N,exchange,abnormal_format
12,020013,2021-06-04,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
13,020015,2021-06-04,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
14,020017,2021-06-04,----,----,----,----,0,0,0,永豐富櫃200N,otc,abnormal_format
15,02001R,2021-06-04,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
16,1735,2021-06-04,--,--,--,--,8000,1,134000,日勝化,exchange,abnormal_format
17,2235,2021-06-04,----,----,----,----,0,0,0,謚源,otc,abnormal_format
18,2424,2021-06-04,--,--,--,--,38,1,993,隴華,exchange,abnormal_format
19,2718,2021-06-04,----,----,----,----,0,0,0,晶悅,otc,abnormal_format
20,2724,2021-06-04,----,----,----,----,0,0,0,富驛-KY,otc,abnormal_format
21,2740,2021-06-04,----,----,----,----,0,0,0,天蔥,otc,abnormal_format
22,2937,2021-06-04,----,----,----,----,0,0,0,集雅社,otc,abnormal_format
23,3064,2021-06-04,----,----,----,----,0,0,0,泰偉,otc,abnormal_format
24,3130,2021-06-04,--,--,--,--,717,22,116698,一零四,exchange,abnormal_format
25,3426,2021-06-04,----,----,----,----,0,0,0,台興,otc,abnormal_format
26,3434,2021-06-04,----,----,----,----,0,0,0,哲固,otc,abnormal_format
27,3629,2021-06-04,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
28,3701,2021-06-04,--,--,--,--,54,3,757,大眾控,exchange,abnormal_format
29,4304,2021-06-04,----,----,----,----,0,0,0,勝昱,otc,abnormal_format
30,4419,2021-06-04,----,----,----,----,0,0,0,元勝,otc,abnormal_format
31,4542,2021-06-04,----,----,----,----,0,0,0,科嶠,otc,abnormal_format
32,4556,2021-06-04,----,----,----,----,0,0,0,旭然,otc,abnormal_format
33,5205,2021-06-04,----,----,----,----,0,0,0,中茂,otc,abnormal_format
34,6198,2021-06-04,----,----,----,----,0,0,0,凌泰,otc,abnormal_format
35,6225,2021-06-04,--,--,--,--,0,0,0,天瀚,exchange,abnormal_format
36,8291,2021-06-04,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
37,8467,2021-06-04,--,--,--,--,0,0,0,波力-KY,exchange,abnormal_format
38,8480,2021-06-04,--,--,--,--,60,2,6659,泰昇-KY,exchange,abnormal_format
39,8923,2021-06-04,----,----,----,----,0,0,0,時報,otc,abnormal_format
40,9931,2021-06-04,--,--,--,--,7025,3,254437,欣高,exchange,abnormal_format
41,9941A,2021-06-04,--,--,--,--,0,0,0,裕融甲特,exchange,abnormal_format
