,ID,date,open,high,low,close,volume,count,capital,name,market,unauthorized
0,0054,2021-08-04,--,--,--,--,1,1,32,元大台商50,exchange,abnormal_format
1,00625K,2021-08-04,--,--,--,--,0,0,0,富邦上証+R,exchange,abnormal_format
2,00643K,2021-08-04,--,--,--,--,0,0,0,群益深証中小+R,exchange,abnormal_format
3,00707R,2021-08-04,--,--,--,--,0,0,0,期元大S&P日圓反1,exchange,abnormal_format
4,00774C,2021-08-04,--,--,--,--,0,0,0,新光中政金綠債+R,exchange,abnormal_format
5,008201,2021-08-04,--,--,--,--,0,0,0,BP上證50,exchange,abnormal_format
6,00832B,2021-08-04,----,----,----,----,0,0,0,新光美債20+,otc,abnormal_format
7,00869B,2021-08-04,----,----,----,----,0,0,0,FT10-25年公司債,otc,abnormal_format
8,020003,2021-08-04,----,----,----,----,0,0,0,統一漲升股利150N,otc,abnormal_format
9,020004,2021-08-04,--,--,--,--,0,0,0,兆豐電菁英30N,exchange,abnormal_format
10,020006,2021-08-04,--,--,--,--,0,0,0,永昌中小300N,exchange,abnormal_format
11,020007,2021-08-04,--,--,--,--,0,0,0,凱基臺灣500N,exchange,abnormal_format
12,020009,2021-08-04,----,----,----,----,0,0,0,群益A50綠碳N,otc,abnormal_format
13,020010,2021-08-04,----,----,----,----,0,0,0,永昌富櫃200N,otc,abnormal_format
14,020013,2021-08-04,----,----,----,----,0,0,0,元富亞洲高股息N,otc,abnormal_format
15,020015,2021-08-04,--,--,--,--,0,0,0,統一MSCI美低波N,exchange,abnormal_format
16,02001R,2021-08-04,--,--,--,--,0,0,0,富邦蘋果反一N,exchange,abnormal_format
17,02003L,2021-08-04,----,----,----,----,0,0,0,永豐富櫃200正2N,otc,abnormal_format
18,1472,2021-08-04,--,--,--,--,1,1,9,三洋紡,exchange,abnormal_format
19,2429,2021-08-04,--,--,--,--,0,0,0,銘旺科,exchange,abnormal_format
20,2891C,2021-08-04,--,--,--,--,145,9,9028,中信金丙特,exchange,abnormal_format
21,3426,2021-08-04,----,----,----,----,0,0,0,台興,otc,abnormal_format
22,3629,2021-08-04,----,----,----,----,0,0,0,地心引力,otc,abnormal_format
23,4419,2021-08-04,----,----,----,----,0,0,0,元勝,otc,abnormal_format
24,4549,2021-08-04,----,----,----,----,0,0,0,桓達,otc,abnormal_format
25,4764,2021-08-04,--,--,--,--,64,1,3897,雙鍵,exchange,abnormal_format
26,5205,2021-08-04,----,----,----,----,0,0,0,中茂,otc,abnormal_format
27,5455,2021-08-04,----,----,----,----,0,0,0,昇益,otc,abnormal_format
28,5601,2021-08-04,----,----,----,----,0,0,0,台聯櫃,otc,abnormal_format
29,5878,2021-08-04,----,----,----,----,0,0,0,台名,otc,abnormal_format
30,6103,2021-08-04,----,----,----,----,0,0,0,合邦,otc,abnormal_format
31,6442,2021-08-04,--,--,--,--,300,2,9944,光聖,exchange,abnormal_format
32,6556,2021-08-04,----,----,----,----,0,0,0,勝品,otc,abnormal_format
33,7402,2021-08-04,----,----,----,----,0,0,0,邑錡,otc,abnormal_format
34,8291,2021-08-04,----,----,----,----,0,0,0,尚茂,otc,abnormal_format
35,8427,2021-08-04,--,--,--,--,0,0,0,基勝-KY,exchange,abnormal_format
36,8467,2021-08-04,--,--,--,--,0,0,0,波力-KY,exchange,abnormal_format
37,8480,2021-08-04,--,--,--,--,0,0,0,泰昇-KY,exchange,abnormal_format
38,8923,2021-08-04,----,----,----,----,0,0,0,時報,otc,abnormal_format
39,912398,2021-08-04,--,--,--,--,0,0,0,友佳-DR,exchange,abnormal_format
40,9928,2021-08-04,--,--,--,--,900,3,4896,中視,exchange,abnormal_format
