date,open,high,low,close,volume,count,capital,ID,name,market
1998-09-19,59.5,59.5,59.5,59.5,1000,,,2421,建準,exchange
1998-09-21,63.5,63.5,63.5,63.5,3000,,,2421,建準,exchange
1998-09-22,63.5,63.5,63.5,63.5,0,,,2421,建準,exchange
1998-09-23,67.0,69.5,66.0,67.5,1149000,,,2421,建準,exchange
1998-09-24,68.5,68.5,67.0,67.0,1023000,,,2421,建準,exchange
1998-09-25,66.5,66.5,65.5,66.5,402000,,,2421,建準,exchange
1998-09-28,67.5,67.5,65.5,65.5,329000,,,2421,建準,exchange
1998-09-29,66.0,66.5,63.0,64.0,357000,,,2421,建準,exchange
1998-09-30,64.0,64.0,62.0,63.0,382000,,,2421,建準,exchange
1998-10-01,62.0,62.0,60.5,60.5,255000,,,2421,建準,exchange
1998-10-02,59.0,59.0,56.5,57.0,837000,,,2421,建準,exchange
1998-10-03,57.0,59.5,57.0,59.0,238000,,,2421,建準,exchange
1998-10-06,58.5,58.5,57.0,57.5,160000,,,2421,建準,exchange
1998-10-07,58.0,59.5,57.5,59.5,217000,,,2421,建準,exchange
1998-10-08,59.0,63.0,59.0,62.5,802000,,,2421,建準,exchange
1998-10-09,63.0,64.0,60.5,63.5,680000,,,2421,建準,exchange
1998-10-12,63.5,64.0,61.0,63.5,271000,,,2421,建準,exchange
1998-10-13,63.5,63.5,61.5,62.0,231000,,,2421,建準,exchange
1998-10-14,62.5,62.5,61.0,61.5,190000,,,2421,建準,exchange
1998-10-15,62.0,62.5,61.5,61.5,303000,,,2421,建準,exchange
1998-10-17,62.5,63.5,62.0,63.0,334000,,,2421,建準,exchange
1998-10-19,63.0,63.0,61.5,62.5,103000,,,2421,建準,exchange
1998-10-20,62.0,63.0,61.5,61.5,252000,,,2421,建準,exchange
1998-10-21,62.0,62.0,61.5,62.0,238000,,,2421,建準,exchange
1998-10-22,62.0,62.0,61.5,62.0,489000,,,2421,建準,exchange
1998-10-23,62.0,62.5,61.5,62.0,168000,,,2421,建準,exchange
1998-10-26,62.0,62.0,61.0,61.0,202000,,,2421,建準,exchange
1998-10-27,61.0,61.5,60.5,61.0,167000,,,2421,建準,exchange
1998-10-28,61.0,61.5,60.5,61.0,135000,,,2421,建準,exchange
1998-10-29,61.0,62.5,60.5,62.5,271000,,,2421,建準,exchange
1998-10-30,62.5,63.0,61.5,62.0,411000,,,2421,建準,exchange
1998-10-31,62.5,65.0,62.5,65.0,1119000,,,2421,建準,exchange
1998-11-02,65.5,65.5,64.0,65.0,1040000,,,2421,建準,exchange
1998-11-03,64.5,64.5,62.0,62.0,325000,,,2421,建準,exchange
1998-11-04,62.0,62.5,61.0,61.0,366000,,,2421,建準,exchange
1998-11-05,61.0,62.5,61.0,62.0,97000,,,2421,建準,exchange
1998-11-06,62.0,62.0,61.0,61.0,176000,,,2421,建準,exchange
1998-11-07,61.5,62.0,61.0,61.5,221000,,,2421,建準,exchange
1998-11-09,62.5,62.5,62.0,62.0,137000,,,2421,建準,exchange
1998-11-10,61.0,61.5,60.5,61.0,249000,,,2421,建準,exchange
1998-11-11,61.0,61.0,60.5,61.0,149000,,,2421,建準,exchange
1998-11-13,61.5,62.5,61.5,62.0,300000,,,2421,建準,exchange
1998-11-16,62.0,62.5,61.5,62.0,369000,,,2421,建準,exchange
1998-11-17,62.0,62.5,61.0,62.5,468000,,,2421,建準,exchange
1998-11-18,63.0,63.5,62.5,63.5,593000,,,2421,建準,exchange
1998-11-19,63.5,65.0,63.0,64.5,1212000,,,2421,建準,exchange
1998-11-20,64.5,65.0,63.0,63.0,612000,,,2421,建準,exchange
1998-11-21,63.5,64.5,62.5,64.5,680000,,,2421,建準,exchange
1998-11-23,65.0,69.0,64.0,68.0,4018000,,,2421,建準,exchange
1998-11-24,68.5,69.0,66.5,68.0,1091000,,,2421,建準,exchange
1998-11-25,64.5,67.0,64.5,66.0,691000,,,2421,建準,exchange
1998-11-26,66.5,70.5,66.5,70.5,1961000,,,2421,建準,exchange
1998-11-27,71.0,73.0,70.0,73.0,2078000,,,2421,建準,exchange
1998-11-30,73.5,74.0,71.0,72.5,699000,,,2421,建準,exchange
1998-12-01,71.0,72.0,70.5,72.0,546000,,,2421,建準,exchange
1998-12-02,72.0,72.5,71.0,72.0,656000,,,2421,建準,exchange
1998-12-03,71.5,71.5,70.5,71.5,239000,,,2421,建準,exchange
1998-12-04,71.0,71.5,70.5,71.5,516000,,,2421,建準,exchange
1998-12-07,73.0,73.0,71.5,73.0,807000,,,2421,建準,exchange
1998-12-08,72.5,72.5,70.0,70.0,697000,,,2421,建準,exchange
1998-12-09,70.0,70.0,68.0,68.0,379000,,,2421,建準,exchange
1998-12-10,68.0,69.0,67.0,69.0,229000,,,2421,建準,exchange
1998-12-11,68.5,69.0,67.0,67.0,423000,,,2421,建準,exchange
1998-12-14,67.5,68.5,67.0,68.0,281000,,,2421,建準,exchange
1998-12-15,68.0,70.5,67.0,70.5,786000,,,2421,建準,exchange
1998-12-16,70.0,73.0,69.5,70.5,1894000,,,2421,建準,exchange
1998-12-17,70.0,73.0,70.0,71.0,904000,,,2421,建準,exchange
1998-12-18,71.5,73.0,71.0,72.5,1226000,,,2421,建準,exchange
1998-12-19,73.0,73.0,71.5,72.0,1135000,,,2421,建準,exchange
1998-12-21,72.5,73.0,71.5,72.0,912000,,,2421,建準,exchange
1998-12-22,72.5,75.0,72.0,74.5,2598000,,,2421,建準,exchange
1998-12-23,74.5,75.0,73.0,73.5,1377000,,,2421,建準,exchange
1998-12-24,74.5,75.0,74.0,74.0,617000,,,2421,建準,exchange
1998-12-28,74.0,74.0,71.5,72.5,1030000,,,2421,建準,exchange
1998-12-29,72.5,74.5,71.5,74.5,795000,,,2421,建準,exchange
1998-12-30,75.0,78.5,75.0,77.0,1839000,,,2421,建準,exchange
1998-12-31,77.0,77.5,75.0,75.0,1013000,,,2421,建準,exchange
1999-01-05,73.5,73.5,70.0,71.0,1348000,,,2421,建準,exchange
1999-01-06,70.5,73.0,69.0,72.0,1057000,,,2421,建準,exchange
1999-01-07,72.5,73.5,70.5,72.5,881000,,,2421,建準,exchange
1999-01-08,72.0,75.0,72.0,73.5,665000,,,2421,建準,exchange
1999-01-11,74.0,76.5,73.5,75.0,1075000,,,2421,建準,exchange
1999-01-12,75.5,77.5,75.5,77.0,1578000,,,2421,建準,exchange
1999-01-13,76.5,77.5,75.0,75.0,1321000,,,2421,建準,exchange
1999-01-14,75.0,76.5,72.5,72.5,1481000,,,2421,建準,exchange
1999-01-15,71.0,74.0,69.5,73.5,955000,,,2421,建準,exchange
1999-01-16,74.0,74.5,71.5,71.5,641000,,,2421,建準,exchange
1999-01-18,72.0,72.5,71.5,71.5,272000,,,2421,建準,exchange
1999-01-19,71.5,71.5,70.5,70.5,509000,,,2421,建準,exchange
1999-01-20,71.0,71.5,70.0,70.5,256000,,,2421,建準,exchange
1999-01-21,70.0,71.5,70.0,70.5,261000,,,2421,建準,exchange
1999-01-22,70.5,70.5,68.5,68.5,440000,,,2421,建準,exchange
1999-01-25,68.0,68.0,65.0,66.5,588000,,,2421,建準,exchange
1999-01-26,66.0,66.0,63.0,64.5,546000,,,2421,建準,exchange
1999-01-27,65.5,66.5,64.5,65.0,225000,,,2421,建準,exchange
1999-01-28,65.0,66.5,65.0,65.5,220000,,,2421,建準,exchange
1999-01-29,65.5,65.5,63.0,64.0,167000,,,2421,建準,exchange
1999-01-30,63.5,66.0,63.0,64.5,210000,,,2421,建準,exchange
1999-02-01,64.0,64.5,63.5,64.0,145000,,,2421,建準,exchange
1999-02-02,63.0,64.0,62.0,62.0,279000,,,2421,建準,exchange
1999-02-03,61.5,65.0,60.5,64.5,528000,,,2421,建準,exchange
1999-02-04,64.5,64.5,60.0,60.0,365000,,,2421,建準,exchange
1999-02-05,58.5,62.5,58.0,60.5,290000,,,2421,建準,exchange
1999-02-06,59.0,63.0,59.0,63.0,660000,,,2421,建準,exchange
1999-02-08,64.0,67.0,64.0,66.0,577000,,,2421,建準,exchange
1999-02-09,66.0,66.0,64.0,64.0,219000,,,2421,建準,exchange
1999-02-10,63.0,64.5,62.0,63.0,167000,,,2421,建準,exchange
1999-02-20,65.5,67.0,65.0,66.0,196000,,,2421,建準,exchange
1999-02-22,67.0,67.0,64.5,65.0,208000,,,2421,建準,exchange
1999-02-23,65.0,65.0,61.0,61.0,549000,,,2421,建準,exchange
1999-02-24,61.0,61.0,59.0,59.5,398000,,,2421,建準,exchange
1999-02-25,59.5,61.0,59.5,61.0,178000,,,2421,建準,exchange
1999-02-26,60.5,60.5,59.0,60.0,166000,,,2421,建準,exchange
1999-03-01,56.0,57.5,56.0,56.5,1080000,,,2421,建準,exchange
1999-03-02,56.5,58.0,56.5,58.0,496000,,,2421,建準,exchange
1999-03-03,57.5,58.5,57.0,58.5,345000,,,2421,建準,exchange
1999-03-04,58.5,61.0,58.5,59.5,768000,,,2421,建準,exchange
1999-03-05,60.0,60.5,59.5,60.5,272000,,,2421,建準,exchange
1999-03-06,61.5,61.5,61.0,61.0,322000,,,2421,建準,exchange
1999-03-08,61.0,62.0,60.5,61.5,236000,,,2421,建準,exchange
1999-03-09,60.5,61.5,60.0,60.5,402000,,,2421,建準,exchange
1999-03-10,60.5,61.0,60.0,60.5,216000,,,2421,建準,exchange
1999-03-11,60.5,60.5,60.0,60.5,352000,,,2421,建準,exchange
1999-03-12,60.5,60.5,58.5,59.0,340000,,,2421,建準,exchange
1999-03-15,58.5,59.0,58.0,59.0,352000,,,2421,建準,exchange
1999-03-16,59.0,59.0,57.0,58.0,882000,,,2421,建準,exchange
1999-03-17,58.0,61.5,58.0,61.0,692000,,,2421,建準,exchange
1999-03-18,61.0,62.5,60.5,62.0,605000,,,2421,建準,exchange
1999-03-19,62.5,62.5,61.0,61.5,298000,,,2421,建準,exchange
1999-03-20,62.0,64.0,62.0,63.5,633000,,,2421,建準,exchange
1999-03-22,64.0,64.0,62.5,63.0,389000,,,2421,建準,exchange
1999-03-23,63.0,65.5,63.0,64.5,1330000,,,2421,建準,exchange
1999-03-24,63.0,63.5,63.0,63.0,364000,,,2421,建準,exchange
